id_chemical,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2,venus-doubletime,F-Cherry,F-Sapphire,F-Venus,HitRatio-Cherry,HitRatio-Sapphire,HitRatio-Venus,MIY-Cherry,MIY-Sapphire,MIY-Venus,DT-Cherry,DT-Sapphire,DT-Venus,Label
21006_aaf6f726-95b9-4a29-a272-1ae30cc69162, 1938.00000, 57052.00000, 0.00000, 1.81759, 4203.00000, 72469.50000, 1.14517, 2.65027, 4504.00000, 55311.00000, 0.00000, 2.36487, -0.00378, 0.00592, -0.00489, 0.97681, 0.94882, 1.00608, 0.00000, 0.56524, 0.00000, 1.02863, 0.99986, 0.99048,Inactive
21006_03d3b192-f8b6-4e7c-8cf3-34db6b5adc93, 2083.00000, 61098.00000, 0.75858, 1.58186, 4478.00000, 75035.00000, 1.18042, 2.67815, 4781.00000, 55100.00000, 0.56524, 2.19918, -0.00121, 0.00974, 0.00059, 1.04595, 0.98065, 0.99642, 0.75858, 0.60049, 0.56524, 0.89522, 1.01038, 0.92108,Inactive
21013_d82c81ba-8cf2-46a4-a370-6d1d416fb130, 1970.00000, 56852.00000, 0.00000, 1.78496, 3706.00000, 71068.00000, 0.54636, 2.67736, 4610.00000, 53156.50000, 0.00000, 2.38549, -0.00321, -0.00099, -0.00279, 0.97270, 0.93625, 0.96132, 0.00000, -0.03357, 0.00000, 1.01016, 1.01008, 0.99911,Inactive
21015_74389bf0-0a80-43fb-9f75-d0b634976f2a, 1885.00000, 55188.00000, 0.00000, 1.77295, 3580.00000, 71152.00000, 0.63515, 2.61426, 4512.00000, 52954.00000, 0.00000, 2.36254, -0.00471, -0.00274, -0.00473, 0.94471, 0.93917, 0.95925, 0.00000, 0.05521, 0.00000, 1.00337, 0.98628, 0.98950,Inactive
21051_6de81482-d08c-49bc-9dec-091df4454342, 2039.00000, 57121.00000, 0.94567, 1.53197, 3699.00000, 70915.50000, 0.65444, 2.65834, 4658.00000, 52874.50000, 0.63671, 2.12914, -0.00199, -0.00108, -0.00184, 0.97624, 0.93422, 0.95478, 0.94567, 0.07451, 0.63671, 0.86699, 1.00290, 0.89175,Inactive
21052_dea6d5a0-fd95-44a6-9fec-3edee0239869, 2055.00000, 56513.00000, 0.00000, 1.84180, 3843.00000, 71822.00000, 0.66306, 2.67063, 4533.00000, 52978.00000, 0.00000, 2.38173, -0.00170, 0.00092, -0.00432, 0.96518, 0.94482, 0.95931, 0.00000, 0.08313, 0.00000, 1.04233, 1.00754, 0.99754,Inactive
21085_a098ea6b-65f8-4fb4-945c-64de1a7cf520, 2429.00000, 56276.00000, 0.71428, 1.66172, 3841.00000, 76147.00000, 0.66298, 2.62218, 4622.00000, 52706.00000, 0.00000, 2.35157, 0.00493, 0.00089, -0.00255, 0.95435, 1.00496, 0.95216, 0.71428, 0.08305, 0.00000, 0.94042, 0.98926, 0.98491,Inactive
21088_de5f63a5-5645-46ec-9c9c-8666a97f31fa, 1899.00000, 20036.00000, 0.68082, 1.75570, 3580.00000, 18686.00000, 0.81041, 3.22877, 4375.00000, 36922.00000, 0.00000, 2.60023, -0.00447, -0.00274, -0.00745, 0.32145, 0.20995, 0.64450, 0.68082, 0.23048, 0.00000, 0.99360, 1.21811, 1.08905,Definitely Toxic
21115_021d3060-1c3f-4111-b3e8-837c511af347, 2210.00000, 56686.00000, 0.74364, 1.65719, 3693.00000, 70211.00000, 0.62292, 2.68533, 4561.00000, 54097.00000, 0.00000, 2.39049, 0.00105, -0.00117, -0.00376, 0.96550, 0.92452, 0.98091, 0.74364, 0.04298, 0.00000, 0.93786, 1.01309, 1.00121,Inactive
21127_91db8590-da6a-4efe-956f-2b2612deb0de, 2156.00000, 55162.00000, 0.00000, 1.96320, 3720.00000, 69953.00000, 0.70760, 2.66817, 4489.00000, 51076.00000, 0.57927, 2.15302, 0.00009, -0.00079, -0.00519, 0.93945, 0.92055, 0.92251, 0.00000, 0.12766, 0.57927, 1.11104, 1.00661, 0.90175,Inactive
21128_74bafcb3-b581-4067-8cbc-b1f3fa0b6e39, 1933.00000, 54877.00000, 0.73507, 1.55432, 3782.00000, 70976.00000, 0.68399, 2.66944, 4766.00000, 52012.50000, 0.58018, 2.19253, -0.00386, 0.00007, 0.00030, 0.93835, 0.93391, 0.93557, 0.73507, 0.10406, 0.58018, 0.87964, 1.00709, 0.91829,Inactive
21134_dcd67be9-0837-4662-b108-509a46bc96c4, 2375.00000, 62386.00000, 0.63525, 1.67524, 3848.00000, 79302.00000, 0.51921, 2.67140, 4744.00000, 56294.00000, 0.00000, 2.37912, 0.00397, 0.00099, -0.00014, 1.06360, 1.04872, 1.02079, 0.63525, -0.06072, 0.00000, 0.94807, 1.00783, 0.99644,Inactive
21136_384a8cf7-1aa5-474e-a3f3-5982936f71a8, 1900.00000, 58062.00000, 0.00000, 1.74751, 3903.00000, 73676.00000, 0.68833, 2.66198, 4772.00000, 52340.00000, 0.00000, 2.43899, -0.00445, 0.00175, 0.00042, 0.99538, 0.96976, 0.94194, 0.00000, 0.10839, 0.00000, 0.98897, 1.00428, 1.02152,Inactive
21139_f8ef75cc-0089-4f27-8231-c14f59fe8b86, 1925.00000, 54416.00000, 0.67309, 1.59011, 3652.00000, 69298.00000, 0.65696, 2.64986, 4548.00000, 49945.00000, 0.00000, 2.43988, -0.00401, -0.00174, -0.00402, 0.93032, 0.91240, 0.89895, 0.67309, 0.07702, 0.00000, 0.89989, 0.99971, 1.02189,Inactive
21144_189c7ba6-1ec9-44c3-8a09-3029ea2bb379, 1754.00000, 61101.50000, 0.00000, 1.69915, 3526.00000, 73525.00000, 0.64181, 2.60590, 4416.00000, 55819.00000, 0.00000, 2.35598, -0.00704, -0.00349, -0.00663, 1.05184, 0.97290, 1.01788, 0.00000, 0.06187, 0.00000, 0.96160, 0.98312, 0.98675,Inactive
21163_81448047-2c9d-4753-9c0e-f0e362096d34, 2286.00000, 75188.00000, 0.59231, 1.90413, 3739.00000, 81954.00000, 0.91709, 2.72734, 4692.00000, 69268.00000, 0.00000, 2.60778, 0.00239, -0.00053, -0.00117, 1.29207, 1.08709, 1.27873, 0.59231, 0.33716, 0.00000, 1.07761, 1.02894, 1.09221,Inactive
21169_07003325-3f62-4c48-9af2-9d977efa3a0e, 2300.00000, 55047.00000, 0.00000, 1.93117, 3882.00000, 73160.50000, 0.64725, 2.68136, 4796.00000, 52840.00000, 0.00000, 2.40730, 0.00264, 0.00146, 0.00089, 0.93486, 0.96288, 0.95137, 0.00000, 0.06732, 0.00000, 1.09291, 1.01159, 1.00825,Inactive
21170_76ce7c42-4428-4b5b-a230-c78dc2ce6d29, 1987.00000, 61732.00000, 0.42338, 1.75125, 3639.00000, 73835.00000, 0.56052, 2.68172, 4400.00000, 55854.00000, 0.00000, 2.38041, -0.00291, -0.00192, -0.00695, 1.05889, 0.97564, 1.01889, 0.42338, -0.01942, 0.00000, 0.99109, 1.01173, 0.99698,Inactive
21171_9c147398-48f7-4c6f-9d60-4cb8d09fec96, 2006.00000, 55267.00000, 0.00000, 1.79380, 3772.00000, 69828.00000, 0.70380, 2.66638, 4734.00000, 51267.00000, 0.00000, 2.42669, -0.00257, -0.00007, -0.00034, 0.94397, 0.91809, 0.92145, 0.00000, 0.12386, 0.00000, 1.01517, 1.00594, 1.01637,Inactive
21174_7c0722f4-104a-4dd2-8874-c2b51e125cc8, 2204.00000, 57308.00000, 0.00000, 2.00663, 3721.00000, 67412.00000, 0.66693, 2.65848, 4593.00000, 49728.50000, 0.56163, 2.18356, 0.00094, -0.00078, -0.00313, 0.97663, 0.88522, 0.89377, 0.00000, 0.08699, 0.56163, 1.13561, 1.00296, 0.91454,Inactive
21176_8259da53-503a-491b-afe1-d80ced21e996, 1988.00000, 57182.00000, 0.00000, 1.82036, 3719.00000, 74655.00000, 0.69660, 2.59169, 4624.00000, 53093.50000, 0.00000, 2.38268, -0.00289, -0.00081, -0.00251, 0.97823, 0.98592, 0.95979, 0.00000, 0.11666, 0.00000, 1.03020, 0.97776, 0.99794,Inactive
21185_3c7aeaa9-1063-4275-8a2b-e52f1a0e67f8, 1788.00000, 54398.00000, 0.00000, 1.71567, 3818.00000, 73140.00000, 0.64850, 2.65561, 4741.00000, 50967.00000, 0.00000, 2.41311, -0.00643, 0.00057, -0.00020, 0.93243, 0.96349, 0.91537, 0.00000, 0.06856, 0.00000, 0.97095, 1.00188, 1.01068,Inactive
21187_a7652e77-108e-44ee-a26c-efd4af8cc8c1, 2080.00000, 55000.00000, 0.84755, 1.59987, 3654.00000, 68188.00000, 0.68958, 2.68888, 4621.00000, 52668.00000, 0.00000, 2.42305, -0.00126, -0.00171, -0.00257, 0.93792, 0.89694, 0.95143, 0.84755, 0.10965, 0.00000, 0.90542, 1.01443, 1.01484,Inactive
21190_4829d841-a98f-41d5-8c05-758adffc51ff, 1965.00000, 53672.00000, 0.70035, 1.54642, 3754.00000, 71632.00000, 0.71470, 2.64372, 4627.00000, 50654.50000, 0.00000, 2.38876, -0.00330, -0.00032, -0.00246, 0.91643, 0.94342, 0.91144, 0.70035, 0.13477, 0.00000, 0.87517, 0.99739, 1.00048,Inactive
21196_01cd5bd6-7109-4805-8dd3-39d41a7720d1, 2023.00000, 56887.25000, 0.47952, 1.65791, 3789.50000, 71300.25000, 0.62656, 2.69014, 4654.00000, 52864.75000, 0.00000, 2.40865, -0.00227, 0.00017, -0.00192, 0.97238, 0.93831, 0.95467, 0.47952, 0.04662, 0.00000, 0.93826, 1.01490, 1.00881,Inactive
21211_1c7b8b9e-90fd-4860-b39f-c0ffa4e2d452, 1992.00000, 57071.00000, 0.92161, 1.53708, 3622.00000, 71396.00000, 0.60765, 2.66749, 4495.00000, 54200.00000, 0.00000, 2.42262, -0.00282, -0.00215, -0.00507, 0.97619, 0.94197, 0.98426, 0.92161, 0.02772, 0.00000, 0.86988, 1.00636, 1.01466,Inactive
21214_8ef63796-e840-41c6-aeff-9b17a0119330, 2201.00000, 57554.00000, 0.00000, 1.86006, 3706.00000, 76195.00000, 0.57164, 2.62212, 4724.00000, 56226.00000, 0.00000, 2.37724, 0.00089, -0.00099, -0.00053, 0.98104, 1.00751, 1.01984, 0.00000, -0.00829, 0.00000, 1.05267, 0.98924, 0.99566,Inactive
21221_281030eb-8e28-4ca3-ba9d-86cd237164af, 1938.00000, 59533.00000, 0.00000, 1.90823, 3511.00000, 72852.00000, 0.61880, 2.62657, 4212.00000, 54903.00000, 0.00000, 2.33277, -0.00378, -0.00370, -0.01067, 1.02078, 0.96375, 1.00378, 0.00000, 0.03887, 0.00000, 1.07993, 0.99092, 0.97703,Inactive
21224_8522c6b6-d841-4f37-9e78-84ee7c4d59b0, 2000.00000, 16932.00000, 0.43431, 3.49255, 3607.00000, 15100.00000, 1.09994, 6.73560, 4499.00000, 20587.00000, 0.68349, 4.76125, -0.00268, -0.00236, -0.00499, 0.26465, 0.15974, 0.31857, 0.43431, 0.52001, 0.68349, 1.97654, 2.54112, 1.99415,Definitely Toxic
21225_4a9b9094-fefb-4a80-bbb6-a5b8de581b7d, 2294.00000, 57627.50000, 0.81612, 1.64187, 3869.00000, 75292.00000, 0.57247, 2.70113, 4481.00000, 52452.00000, 0.00000, 2.34063, 0.00253, 0.00128, -0.00535, 0.98070, 0.99269, 0.94992, 0.81612, -0.00747, 0.00000, 0.92919, 1.01905, 0.98032,Inactive
21229_a073c635-5865-4f07-b353-d5a34a8ea88d, 1892.00000, 55847.00000, 0.77107, 1.49342, 3663.00000, 71322.50000, 0.72481, 2.62759, 4416.00000, 50569.00000, 0.00000, 2.37026, -0.00459, -0.00158, -0.00663, 0.95627, 0.94038, 0.91392, 0.77107, 0.14488, 0.00000, 0.84517, 0.99130, 0.99273,Inactive
21237_2ad21ddb-6736-4318-862e-074adc5db1b2, 1939.00000, 58332.50000, 0.00000, 1.87540, 3766.00000, 70012.00000, 0.64592, 2.69642, 4507.00000, 51890.00000, 0.00000, 2.43065, -0.00376, -0.00015, -0.00483, 0.99949, 0.92074, 0.93828, 0.00000, 0.06599, 0.00000, 1.06135, 1.01727, 1.01803,Inactive
21244_8262da18-1a77-4c6d-831b-1198ba54a685, 2106.00000, 56313.00000, 0.00000, 1.80833, 3989.00000, 75052.00000, 0.64496, 2.69403, 5009.00000, 52635.00000, 0.60528, 2.16548, -0.00080, 0.00295, 0.00511, 0.96073, 0.98769, 0.94309, 0.00000, 0.06502, 0.60528, 1.02339, 1.01637, 0.90697,Inactive
21250_b3220c75-d527-4f6f-a84b-b5540ef0b20b, 2216.00000, 52390.00000, 0.00000, 1.85637, 3753.00000, 72705.00000, 0.71780, 2.62086, 4564.00000, 49348.00000, 0.00000, 2.37099, 0.00115, -0.00033, -0.00370, 0.88926, 0.95835, 0.88681, 0.00000, 0.13787, 0.00000, 1.05058, 0.98876, 0.99304,Inactive
21252_bdba5258-9a8c-436d-be0e-26a92278ab54, 2036.00000, 55479.00000, 0.90008, 1.56846, 3673.00000, 68150.00000, 0.63785, 2.68832, 4397.00000, 51523.00000, 0.00000, 2.39102, -0.00204, -0.00145, -0.00701, 0.94719, 0.89615, 0.93319, 0.90008, 0.05791, 0.00000, 0.88764, 1.01422, 1.00143,Inactive
21253_99d636bb-3a36-48fe-8c6b-337199c4fff7, 2155.00000, 56746.00000, 0.71641, 1.64253, 3580.00000, 70808.00000, 0.47565, 2.67505, 4528.00000, 52159.00000, 0.00000, 2.41035, 0.00007, -0.00274, -0.00442, 0.96754, 0.93438, 0.94319, 0.71641, -0.10428, 0.00000, 0.92956, 1.00921, 1.00952,Inactive
21254_bb869a6a-8f83-4070-968d-4422b42561e2, 2172.00000, 56080.50000, 0.00000, 1.94206, 3644.00000, 70726.00000, 0.60858, 2.64563, 4532.00000, 52652.00000, 0.00000, 2.40569, 0.00037, -0.00185, -0.00434, 0.95544, 0.93235, 0.95287, 0.00000, 0.02864, 0.00000, 1.09907, 0.99811, 1.00757,Inactive
21266_5a49cbcb-2df6-4c9d-a3ee-556270f2ecef, 1970.00000, 56001.00000, 0.00000, 1.79708, 3690.00000, 74096.00000, 0.59055, 2.62048, 4619.00000, 51763.00000, 0.00000, 2.41427, -0.00321, -0.00121, -0.00261, 0.95761, 0.97855, 0.93354, 0.00000, 0.01062, 0.00000, 1.01702, 0.98862, 1.01117,Inactive
21275_54b3ba62-4e27-4848-876f-97b9df4fa3c2, 1958.00000, 55281.00000, 0.72124, 1.54145, 3737.00000, 73366.00000, 0.62396, 2.64059, 4674.00000, 49568.00000, 0.62279, 2.12709, -0.00342, -0.00056, -0.00152, 0.94507, 0.96775, 0.88899, 0.72124, 0.04403, 0.62279, 0.87235, 0.99621, 0.89089,Inactive
21297_20725cc9-e2a2-43b1-b7fd-4006fa7f08e7, 2041.00000, 56344.00000, 0.00000, 1.91394, 3584.00000, 71076.00000, 0.63961, 2.63227, 4361.00000, 53151.00000, 0.00000, 2.35357, -0.00195, -0.00268, -0.00772, 0.96244, 0.93805, 0.96614, 0.00000, 0.05967, 0.00000, 1.08316, 0.99307, 0.98574,Inactive
21298_e12fb9a3-89f1-480c-9c33-f01fc58df452, 1815.00000, 56184.00000, 0.84171, 1.47295, 3599.00000, 70657.00000, 0.68018, 2.62872, 4329.00000, 53021.50000, 0.00000, 2.32887, -0.00596, -0.00247, -0.00836, 0.96360, 0.93202, 0.96421, 0.84171, 0.10025, 0.00000, 0.83359, 0.99173, 0.97540,Inactive
21299_5294326a-0a5f-4580-b805-786c34adf919, 2173.50000, 59945.75000, 0.00000, 1.85859, 3734.50000, 74643.50000, 0.60652, 2.64382, 4590.50000, 53619.00000, 0.00000, 2.35243, 0.00040, -0.00059, -0.00318, 1.02392, 0.98555, 0.97086, 0.00000, 0.02659, 0.00000, 1.05183, 0.99743, 0.98527,Inactive
21317_631a200f-e22f-4154-9bd5-48b3d1927d65, 2254.00000, 58051.00000, 0.57159, 1.69617, 3708.00000, 74046.00000, 0.54214, 2.64561, 4650.00000, 52148.00000, 0.00000, 2.37750, 0.00183, -0.00096, -0.00200, 0.98891, 0.97761, 0.94055, 0.57159, -0.03779, 0.00000, 0.95992, 0.99810, 0.99577,Inactive
21318_29c9284a-4577-475f-ab55-15eac203f9c6, 1994.00000, 54939.50000, 0.59373, 1.64223, 3688.00000, 69759.00000, 0.71799, 2.65130, 4613.00000, 49988.00000, 0.00000, 2.44112, -0.00278, -0.00124, -0.00273, 0.93838, 0.91830, 0.89851, 0.59373, 0.13806, 0.00000, 0.92939, 1.00025, 1.02241,Inactive
21319_7385dfd5-8791-4154-9f4f-63e80309b8af, 2077.00000, 53765.00000, 0.00000, 1.83047, 3766.00000, 72378.00000, 0.61447, 2.65272, 4690.00000, 49704.00000, 0.00000, 2.42051, -0.00131, -0.00015, -0.00121, 0.91609, 0.95362, 0.89137, 0.00000, 0.03453, 0.00000, 1.03592, 1.00078, 1.01378,Inactive
21320_1ed55a9e-2fe2-4f7d-b2c1-922ce60c1735, 2299.00000, 57072.00000, 1.03319, 1.61883, 3505.00000, 68394.00000, 0.62873, 2.64338, 4360.00000, 51415.00000, 0.00000, 2.39571, 0.00262, -0.00378, -0.00774, 0.97077, 0.90187, 0.93178, 1.03319, 0.04879, 0.00000, 0.91615, 0.99726, 1.00339,Inactive
21321_37e41b5b-78ad-473f-a2b8-945eaebbbe11, 2197.00000, 57267.50000, 0.00000, 1.88589, 3832.00000, 71256.00000, 0.71085, 2.66338, 4732.00000, 51405.50000, 0.61562, 2.14804, 0.00082, 0.00076, -0.00038, 0.97604, 0.93711, 0.92423, 0.00000, 0.13092, 0.61562, 1.06728, 1.00481, 0.89966,Inactive
21325_cb78eaab-82a0-4494-9e4d-9d1fe275f197, 2041.00000, 60717.00000, 0.00000, 1.83107, 4084.00000, 74800.00000, 0.98292, 2.66023, 4498.00000, 57138.00000, 0.00000, 2.37767, -0.00195, 0.00427, -0.00501, 1.03994, 0.98286, 1.04238, 0.00000, 0.40299, 0.00000, 1.03626, 1.00362, 0.99584,Inactive
21330_cadd30bc-f871-461b-bdc2-87fd6df4192f, 2121.00000, 53500.00000, 0.59494, 1.64346, 3704.00000, 73906.00000, 0.60410, 2.60358, 4647.00000, 49229.00000, 0.58328, 2.16028, -0.00053, -0.00101, -0.00206, 0.91061, 0.97572, 0.88281, 0.59494, 0.02417, 0.58328, 0.93008, 0.98225, 0.90479,Inactive
21334_477724e0-d095-4675-8a33-04810593827a, 1814.00000, 58028.00000, 0.73515, 1.50480, 3704.00000, 71248.00000, 0.64751, 2.65933, 4590.00000, 53280.00000, 0.57876, 2.13964, -0.00597, -0.00101, -0.00319, 0.99630, 0.93878, 0.96416, 0.73515, 0.06758, 0.57876, 0.85161, 1.00328, 0.89614,Inactive
21335_19c82f3c-008c-4611-8bf3-6f44e1ed204d, 1840.00000, 57772.00000, 0.00000, 1.75407, 3807.00000, 75050.00000, 0.54465, 2.70481, 4678.00000, 53480.00000, 0.00000, 2.38628, -0.00551, 0.00042, -0.00145, 0.99131, 0.99019, 0.96638, 0.00000, -0.03528, 0.00000, 0.99268, 1.02044, 0.99944,Inactive
21341_dbebabd7-1959-45e5-a13a-66eb8b74a99f, 2138.00000, 57574.00000, 0.00000, 1.85231, 3729.00000, 77188.00000, 0.58132, 2.58946, 4561.00000, 52859.50000, 0.00000, 2.34769, -0.00023, -0.00067, -0.00376, 0.98252, 1.02099, 0.95641, 0.00000, 0.00139, 0.00000, 1.04828, 0.97692, 0.98328,Inactive
21347_88953202-3afd-48f4-a623-414b360abcf7, 2001.00000, 56558.50000, 0.00000, 1.90659, 3829.00000, 70998.00000, 0.69059, 2.71307, 4727.00000, 51437.00000, 0.57550, 2.20887, -0.00266, 0.00072, -0.00048, 0.96695, 0.93356, 0.92495, 0.00000, 0.11066, 0.57550, 1.07900, 1.02355, 0.92514,Inactive
21349_59669c9c-bec9-410b-bce6-ff0701433d5a, 2311.00000, 56831.00000, 0.53485, 1.85824, 3730.00000, 70280.00000, 0.61672, 2.63629, 4678.00000, 48530.00000, 0.00000, 2.40765, 0.00284, -0.00065, -0.00145, 0.96628, 0.92496, 0.86836, 0.53485, 0.03679, 0.00000, 1.05164, 0.99459, 1.00839,Inactive
21351_a5874ac6-59b8-4a5d-90a0-fda016e895d3, 2160.00000, 57021.50000, 0.66514, 1.62426, 3766.00000, 71909.50000, 0.60460, 2.67799, 4774.00000, 50960.00000, 0.65974, 2.11270, 0.00016, -0.00015, 0.00046, 0.97233, 0.94711, 0.91457, 0.66514, 0.02467, 0.65974, 0.91922, 1.01032, 0.88486,Inactive
21355_8d60da5c-b5c6-4266-a703-f6d637993c8d, 2144.00000, 57604.00000, 0.00000, 1.87205, 3856.00000, 71889.00000, 0.70769, 2.66592, 4700.00000, 52228.50000, 0.57965, 2.15947, -0.00012, 0.00110, -0.00101, 0.98294, 0.94557, 0.94116, 0.00000, 0.12775, 0.57965, 1.05945, 1.00576, 0.90445,Inactive
21382_1733c8c6-0da4-450c-baa9-a85732df4876, 1794.00000, 55116.00000, 0.00000, 1.69202, 3798.00000, 74536.00000, 0.53903, 2.66168, 4721.00000, 50661.00000, 0.00000, 2.38856, -0.00633, 0.00029, -0.00059, 0.94505, 0.98317, 0.90970, 0.00000, -0.04090, 0.00000, 0.95757, 1.00417, 1.00040,Inactive
21389_402fc9c1-5c87-4873-ba91-95d54de5ff2f, 2070.00000, 80483.00000, 0.00000, 1.87896, 3668.00000, 24920.00000, 1.44953, 4.36808, 4384.00000, 68312.00000, 0.00000, 2.35267, -0.00144, -0.00151, -0.00727, 1.38975, 0.29538, 1.26590, 0.00000, 0.86960, 0.00000, 1.06336, 1.64793, 0.98537,Inactive
21390_e31d270d-c180-41b8-8f5d-acfbbcdd0a0e, 2117.00000, 85784.00000, 0.00000, 2.73857, 3644.00000, 74875.00000, 1.21467, 3.66969, 4755.00000, 72891.00000, 0.00000, 3.53349, -0.00060, -0.00185, 0.00008, 1.48287, 0.99002, 1.34923, 0.00000, 0.63474, 0.00000, 1.54984, 1.38445, 1.47993,Inactive
21394_1c075206-e616-45a3-96fd-82805cd98832, 2232.00000, 61344.00000, 0.00000, 1.86000, 3858.00000, 72261.00000, 0.58900, 2.71124, 4795.00000, 54532.00000, 0.00000, 2.39752, 0.00144, 0.00113, 0.00087, 1.04767, 0.95072, 0.98489, 0.00000, 0.00906, 0.00000, 1.05263, 1.02286, 1.00415,Inactive
21400_de2a1e00-c5b0-4dff-9fe7-d599863df0b5, 1938.00000, 111220.00000, 0.84589, 1.86699, 3640.00000, 80194.00000, 1.43986, 3.11669, 4258.00000, 98012.00000, 0.00000, 2.86250, -0.00378, -0.00190, -0.00976, 1.93685, 1.06400, 1.85651, 0.84589, 0.85993, 0.00000, 1.05659, 1.17583, 1.19890,Inactive
21406_1f3df7fe-8cd2-4318-9e82-e92ee08a0800, 2025.00000, 63239.50000, 0.00000, 1.88902, 3571.00000, 73986.00000, 0.58695, 2.64642, 4502.00000, 60320.00000, 0.00000, 2.39681, -0.00223, -0.00286, -0.00493, 1.08493, 0.97868, 1.10531, 0.00000, 0.00701, 0.00000, 1.06905, 0.99841, 1.00385,Inactive
21407_50517517-e0a7-4e26-843b-6124cbbffc92, 2221.00000, 54852.00000, 0.00000, 1.96955, 3676.00000, 71515.00000, 0.64225, 2.65961, 4634.00000, 50882.50000, 0.00000, 2.42938, 0.00124, -0.00140, -0.00232, 0.93280, 0.94288, 0.91581, 0.00000, 0.06231, 0.00000, 1.11463, 1.00338, 1.01749,Inactive
21416_43a11fd4-bccd-461b-9f04-5e306ea15533, 1892.00000, 54880.00000, 0.00000, 1.77837, 3716.00000, 71610.00000, 0.58543, 2.68029, 4605.00000, 50414.00000, 0.59423, 2.13983, -0.00459, -0.00085, -0.00289, 0.93913, 0.94364, 0.90711, 0.00000, 0.00550, 0.59423, 1.00643, 1.01119, 0.89622,Inactive
21418_48c965dd-eb84-4c23-ba95-a8c31ed98e16, 1755.00000, 56283.00000, 0.00000, 1.70229, 3729.00000, 69591.00000, 0.68044, 2.64824, 4600.00000, 51853.50000, 0.55885, 2.13902, -0.00702, -0.00067, -0.00299, 0.96642, 0.91540, 0.93571, 0.00000, 0.10051, 0.55885, 0.96338, 0.99909, 0.89588,Inactive
21423_2cce9315-e767-497a-823a-7d68dcb8feba, 2281.00000, 52122.50000, 1.10544, 1.51639, 3744.00000, 72516.00000, 0.59449, 2.64536, 4679.00000, 48464.00000, 0.00000, 2.39662, 0.00230, -0.00046, -0.00143, 0.88336, 0.95584, 0.86703, 1.10544, 0.01456, 0.00000, 0.85817, 0.99801, 1.00377,Inactive
21436_91e27245-3809-4684-b192-da6e572a032b, 2295.00000, 56216.00000, 0.61578, 1.78040, 3712.00000, 74820.00000, 0.53110, 2.67254, 4660.00000, 51037.00000, 0.00000, 2.40611, 0.00255, -0.00090, -0.00180, 0.95566, 0.98831, 0.91836, 0.61578, -0.04884, 0.00000, 1.00758, 1.00826, 1.00775,Inactive
21440_a1451927-0056-4b72-9c19-0f04ef735c74, 2259.00000, 56403.00000, 0.67024, 1.65031, 4012.00000, 73324.00000, 0.71751, 2.66815, 4943.00000, 51074.00000, 0.00000, 2.43394, 0.00191, 0.00327, 0.00380, 0.95962, 0.96335, 0.91349, 0.67024, 0.13758, 0.00000, 0.93396, 1.00661, 1.01940,Inactive
21453_a92a0351-4eeb-4722-9d36-a4c35b8962ca, 1913.00000, 62472.50000, 0.31683, 1.75292, 3715.50000, 70226.00000, 0.88549, 2.64283, 4615.50000, 58162.50000, 0.00000, 2.47297, -0.00422, -0.00085, -0.00268, 1.07332, 0.92441, 1.06034, 0.31683, 0.30556, 0.00000, 0.99203, 0.99705, 1.03575,Inactive
21458_fce116bf-3bd6-40dd-8926-d29909f71adb, 1928.00000, 55448.00000, 0.00000, 1.76970, 3737.00000, 72341.50000, 0.65830, 2.65428, 4571.00000, 49583.00000, 0.00000, 2.38245, -0.00395, -0.00056, -0.00356, 0.94856, 0.95352, 0.89133, 0.00000, 0.07837, 0.00000, 1.00153, 1.00137, 0.99784,Inactive
21462_38934d48-3bd5-43a4-99bf-6bbf1318dae6, 2012.00000, 54010.00000, 0.00000, 1.83749, 3760.00000, 71920.00000, 0.71350, 2.63908, 4673.00000, 50194.00000, 0.00000, 2.38119, -0.00246, -0.00024, -0.00154, 0.92158, 0.94734, 0.90141, 0.00000, 0.13357, 0.00000, 1.03989, 0.99564, 0.99731,Inactive
21467_b3c35a11-cd3f-4c24-9e52-0f53958e0c1c, 2018.00000, 57348.00000, 0.00000, 1.84792, 3704.00000, 75529.50000, 0.70735, 2.61184, 4636.00000, 53086.00000, 0.00000, 2.39076, -0.00236, -0.00101, -0.00228, 0.98064, 0.99828, 0.95941, 0.00000, 0.12741, 0.00000, 1.04580, 0.98536, 1.00132,Inactive
21472_11e98ab7-6af2-4a09-8974-2bd6f06d8a18, 2070.00000, 57800.00000, 0.00000, 1.83476, 3682.00000, 70378.00000, 0.47075, 2.73032, 4771.00000, 53310.00000, 0.00000, 2.38942, -0.00144, -0.00132, 0.00040, 0.98773, 0.92699, 0.96117, 0.00000, -0.10919, 0.00000, 1.03835, 1.03006, 1.00076,Inactive
21479_37d606bc-fad2-453d-a202-63f721adca02, 2146.00000, 54895.00000, 1.09099, 1.43026, 3966.00000, 74816.00000, 0.68203, 2.66035, 4918.00000, 50922.00000, 0.59319, 2.19758, -0.00009, 0.00263, 0.00331, 0.93489, 0.98473, 0.91097, 1.09099, 0.10210, 0.59319, 0.80943, 1.00366, 0.92041,Inactive
