Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
TS3-Labeled,1,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,135.0,3.0,0.0,97.82608695652173,2.1739130434782608,0.0,0.0,0.010869565217391304,0.10425720702853739,44.392857142857196,100.75448166443022,24.646732874193802,3222.0,-3197.3532671258063,0.1785995135811145,23.347826086956523,-23.169226573375408,5.499551496259151,0.039851822436660515,2509.482118525537,1.0,135.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9782608695652174,1.0,0.989010989010989,0.0,0.5,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.9569943289224953,0.9782608695652174,0.9675107501194459,0.0,0.5,0.9572568788069733,0.32967032967032966,0.9782608695652174,1.249,0.087,1.25,0.08,612564.0,379964.0,119027.0,97.82608695652173,25.0,?,?,?,?,?
TS3-Labeled,1,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,135.0,3.0,0.0,97.82608695652173,2.1739130434782608,0.0,0.0,0.010869565217391304,0.10425720702853739,44.392857142857196,100.75448166443022,24.646732874193802,3222.0,-3197.3532671258063,0.1785995135811145,23.347826086956523,-23.169226573375408,5.499551496259151,0.039851822436660515,2509.482118525537,1.0,135.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9782608695652174,1.0,0.989010989010989,0.0,0.5,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.9569943289224953,0.9782608695652174,0.9675107501194459,0.0,0.5,0.9572568788069733,0.32967032967032966,0.9782608695652174,0.955,0.032,0.95,0.03,612564.0,379964.0,119027.0,97.82608695652173,25.0,?,?,?,?,?
TS3-Labeled,1,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,134.0,4.0,0.0,97.10144927536231,2.898550724637681,0.0,0.0,0.014492753623188406,0.1203858530857692,52.59705913466622,101.16733108693677,30.32440889696819,4296.0,-4265.675591103031,0.21974209345629123,31.130434782608695,-30.910692689152402,5.273798699767617,0.03821593260701172,2457.7579602590577,1.0,134.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9710144927536232,1.0,0.9852941176470589,0.0,0.5,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.028985507246376812,0.028985507246376812,0.9428691451375761,0.9710144927536232,0.9567348678601876,0.0,0.5,0.9433942449065321,0.3284313725490196,0.9710144927536232,1.099,0.056,1.1,0.05,612978.0,379964.0,119027.0,97.10144927536231,25.0,?,?,?,?,?
TS3-Labeled,1,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,134.0,4.0,0.0,97.10144927536231,2.898550724637681,0.0,0.0,0.014492753623188406,0.1203858530857692,52.585933368588016,101.14420174091717,30.90937139768935,4296.0,-4265.090628602311,0.22398095215716918,31.130434782608695,-30.90645383045153,5.276129386931849,0.03823282164443369,2463.758988288969,1.0,134.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9710144927536232,1.0,0.9852941176470589,0.0,0.5,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.028985507246376812,0.028985507246376812,0.9428691451375761,0.9710144927536232,0.9567348678601876,0.0,0.5,0.9433942449065321,0.3284313725490196,0.9710144927536232,1.125,0.055,1.12,0.05,612870.0,379964.0,119027.0,97.10144927536231,25.0,?,?,?,?,?
TS3-Labeled,1,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,134.0,4.0,0.0,97.10144927536231,2.898550724637681,0.0,0.0,0.014492753623188406,0.1203858530857692,52.585933368588016,101.14420174091717,30.90937139768935,4296.0,-4265.090628602311,0.22398095215716918,31.130434782608695,-30.90645383045153,5.276129386931849,0.03823282164443369,2463.758988288969,1.0,134.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9710144927536232,1.0,0.9852941176470589,0.0,0.5,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.028985507246376812,0.028985507246376812,0.9428691451375761,0.9710144927536232,0.9567348678601876,0.0,0.5,0.9433942449065321,0.3284313725490196,0.9710144927536232,0.97,0.03,0.97,0.03,612150.0,379964.0,119027.0,97.10144927536231,25.0,?,?,?,?,?
TS3-Labeled,1,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,134.0,4.0,0.0,97.10144927536231,2.898550724637681,0.0,0.0,0.014492753623188406,0.1203858530857692,52.585933368588016,101.14420174091717,30.90937139768935,4296.0,-4265.090628602311,0.22398095215716918,31.130434782608695,-30.90645383045153,5.276129386931849,0.03823282164443369,2463.758988288969,1.0,134.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9710144927536232,1.0,0.9852941176470589,0.0,0.5,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.028985507246376812,0.028985507246376812,0.9428691451375761,0.9710144927536232,0.9567348678601876,0.0,0.5,0.9433942449065321,0.3284313725490196,0.9710144927536232,1.05,0.052,1.05,0.05,612942.0,379964.0,119027.0,97.10144927536231,25.0,?,?,?,?,?
TS3-Labeled,1,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1239.0,138.0,134.0,4.0,0.0,97.10144927536231,2.898550724637681,0.0,0.0,0.014492753623188406,0.1203858530857692,52.585933368588016,101.14420174091717,30.90937139768935,4296.0,-4265.090628602311,0.22398095215716918,31.130434782608695,-30.90645383045153,5.276129386931849,0.03823282164443369,2463.758988288969,1.0,134.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9710144927536232,1.0,0.9852941176470589,0.0,0.5,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.028985507246376812,0.028985507246376812,0.9428691451375761,0.9710144927536232,0.9567348678601876,0.0,0.5,0.9433942449065321,0.3284313725490196,0.9710144927536232,1.058,0.048,1.06,0.05,612780.0,379964.0,119027.0,97.10144927536231,25.0,?,?,?,?,?
TS3-Labeled,1,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1240.0,137.0,134.0,3.0,0.0,97.81021897810218,2.18978102189781,0.0,0.0,0.010948905109489052,0.10463701596227337,44.59847036328863,100.76526394190057,24.604505086346524,3222.0,-3197.3954949136537,0.17959492763756588,23.51824817518248,-23.33865324754492,5.45389443184114,0.03980944840759956,2490.274082568281,1.0,134.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9781021897810219,1.0,0.988929889298893,0.0,0.5,0.9781021897810219,0.9781021897810219,0.9781021897810219,0.021897810218978103,0.021897810218978103,0.9566838936544303,0.9781021897810219,0.9672744902631509,0.0,0.5,0.9569502903724226,0.32964329643296436,0.9781021897810219,0.789,0.03,0.79,0.03,613318.0,380201.0,118790.0,97.81021897810218,25.0,?,?,?,?,?
TS3-Labeled,1,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1240.0,137.0,134.0,3.0,0.0,97.81021897810218,2.18978102189781,0.0,0.0,0.010948905109489052,0.10463701596227337,44.59847036328863,100.76526394190057,24.604505086346524,3222.0,-3197.3954949136537,0.17959492763756588,23.51824817518248,-23.33865324754492,5.45389443184114,0.03980944840759956,2490.274082568281,1.0,134.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9781021897810219,1.0,0.988929889298893,0.0,0.5,0.9781021897810219,0.9781021897810219,0.9781021897810219,0.021897810218978103,0.021897810218978103,0.9566838936544303,0.9781021897810219,0.9672744902631509,0.0,0.5,0.9569502903724226,0.32964329643296436,0.9781021897810219,1.066,0.03,1.07,0.02,613408.0,380201.0,118790.0,97.81021897810218,25.0,?,?,?,?,?
TS3-Labeled,1,10,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model /home/likewise-open/ACADEMIC/csstnns/test -seed 1',14172,2.01408271342E7,1240.0,137.0,134.0,3.0,0.0,97.81021897810218,2.18978102189781,0.0,0.0,0.010948905109489052,0.10463701596227337,44.59847036328863,100.76526394190057,24.604505086346524,3222.0,-3197.3954949136537,0.17959492763756588,23.51824817518248,-23.33865324754492,5.45389443184114,0.03980944840759956,2490.274082568281,1.0,134.0,1.0,3.0,0.0,0.0,0.0,0.0,0.9781021897810219,1.0,0.988929889298893,0.0,0.5,0.9781021897810219,0.9781021897810219,0.9781021897810219,0.021897810218978103,0.021897810218978103,0.9566838936544303,0.9781021897810219,0.9672744902631509,0.0,0.5,0.9569502903724226,0.32964329643296436,0.9781021897810219,1.104,0.053,1.1,0.05,613012.0,380201.0,118790.0,97.81021897810218,25.0,?,?,?,?,?
TS3-Labeled,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01408271342E7,1239.0,138.0,137.0,1.0,0.0,99.27536231884058,0.7246376811594203,0.0,0.7973568281938317,0.00391304347826087,0.0603372166257686,15.981428571428593,58.31006948555355,24.646732874193802,1074.1202942337177,-1049.473561359524,0.1785995135811145,7.783480392997954,-7.60488087941684,18.803662389712485,0.13625842311385858,8580.236872383504,1.0,135.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.9926470588235294,1.0,0.996309963099631,0.8134892168199607,0.8333333333333334,0.9926470588235294,0.9927536231884058,0.32608695652173914,0.6739130434782609,0.007246376811594203,0.9928069053708439,0.9927536231884058,0.9915592634187212,0.8132615001204586,0.8333333333333334,0.985665548513041,0.887658876588766,0.9927536231884058,0.061,0.002,0.06,0.01,89769.0,379964.0,119027.0,99.27536231884058,25.181159420289855,'Number of leaves: 5\nSize of the tree: 9\n',9.0,5.0,5.0,?
